Abk,Name
DGL.BE,Dynagas LNG Partners LP
DGS.BE,Envela Corp
DHR.BE,B&G Foods Inc
DIN.BE,Digital China Holdings Ltd
DIP.BE,KDDI Corp
DIS.BE,DVS Technology AG
DKG.BE,Deutsche Konsum REIT-AG
DLN.BE,De'Longhi SPA
DLX.BE,Delignit AG
DLY.BE,LyondellBasell Industries NV
DMB.BE,Hargreaves Lansdown PLC
DMRE.BE,DEMIRE Deutsche Mittelstand Real Estate AG
DNO.BE,Denso Corp
DNP.BE,Dai Nippon Printing Co Ltd
DOD.BE,Dominion Energy Inc
DOV.BE,Dover Corp
DPU.BE,Dundee Precious Metals Inc
DRH.BE,Droneshield Ltd
DTC.BE,Defence Therapeutics Inc
DTE.BE,Deutsche Telekom AG
DTEA.BE,Deutsche Telekom AG
DVY.BE,Adtalem Global Education Inc
EAC.BE,Eastman Chemical Co
EAD.BE,Erlebnis Akademie AG
EAI.BE,Groupe Bruxelles Lambert SA
EAR.BE,Ebara Corp
ECF.BE,Mountain Alliance AG
EDC.BE,Consolidated Edison Inc
EFL.BE,Leonteq AG
EFT.BE,TechTarget Inc
EFX.BE,Equifax Inc
EGN.BE,Europa Oil & Gas (Holdings) PLC
EGO.BE,EastGroup Properties Inc
EIM.BE,Empresaria Group PLC
EIS.BE,Eisen- und Huettenwerke AG
EIX.BE,Edison International
EMB.BE,5N Plus Inc
EML.BE,Emergent Metals Corp
EMR.BE,Emerson Electric Co
ENR.BE,Siemens Energy AG
ENV.BE,ENAV SpA
EOT.BE,DISH Network Corp
EPU.BE,Emperor Watch & Jewellery Ltd
EQS.BE,EQS Group AG
ERX.BE,Emerson Radio Corp
ETE.BE,Ekotechnika AG
ETG.BE,EnviTec Biogas AG
ETX.BE,Etablissements Maurel & Prom
ETY.BE,Entergy Corp
EUSA.BE,Kore Mining Ltd
EVI.BE,China Everbright Ltd
EVN.BE,EVN AG
EVT.BE,Evotec SE
EWL.BE,Edwards Lifesciences Corp
EWZ.BE,Ebix Inc
EXC.BE,Exceet Group SA
EXK.BE,Exact Sciences Corp
EZM.BE,Plastic Omnium
FAD.BE,Advaxis Inc
FAN.BE,Fabrinet
FAS.BE,Fastenal Co
FCA.BE,Funding Circle Holdings PLC
FDN.BE,EnerSys
FDX.BE,FedEx Corp
FET.BE,Far East Consortium International Ltd
FEX.BE,Ferrexpo PLC
FFC.BE,Oaktree Specialty Lending Corp
FFR.BE,Forrester Research Inc
FIG.BE,Finlay Minerals Ltd
FIS.BE,Fisker Inc
FLJ.BE,Conygar Investment Co (The) PLC
FLN.BE,Admiral Group PLC
FMK.BE,Ecograf Ltd
FMNB.BE,Leonardo SpA
FNG.BE,Fritz Nols AG
FNI.BE,Fosun International Ltd
FPE.BE,Fuchs Petrolub SE
FPH.BE,Francotyp-Postalia Holding AG
FRA.BE,Fraport AG
FRI.BE,Fair Isaac Corp
FSI.BE,First Shanghai Investments Ltd
FSM.BE,Focus Systems Corp
FSV.BE,Colliers International Group Inc
FTK.BE,Flatex AG
FUD.BE,Shanghai Fudan Microelectronics Group Co Ltd
FVI.BE,Fair Value REIT-AG
FXB.BE,Delfi Ltd
FXG.BE,Foxtons Group PLC
FXI.BE,Flex Ltd
GAN.BE,Naturgy Energy Group SA
GBF.BE,Bilfinger SE
GCC.BE,C&C Group PLC
GDX.BE,General Dynamics Corp
GEF.BE,Sogefi SpA
GEG.BE,The GEO Group Inc
GFF.BE,Griffon Corp
GGG.BE,PT Gudang Garam Tbk
GGN.BE,Ceragon Networks Ltd
GGZ.BE,Golden Goliath Resources Ltd
GHG.BE,Global Hemp Group Inc
GIL.BE,DMG Mori Aktiengesellschaft
GIS.BE,Gilead Sciences Inc
GLO.BE,Global Payments Inc
GLW.BE,Corning Inc
GME.BE,Geratherm Medical AG
GMM.BE,Grammer AG
GOV.BE,Insulet Corp
GPT.BE,Genuine Parts Co
GRF.BE,Greiffenberger AG
GRU.BE,Geely Automobile Holdings Ltd
GSM.BE,Grupo Simec SAB de CV
GSP.BE,Comstock Inc
GSR.BE,Gossan Resources Ltd
GTN.BE,Getinge AB
GTR.BE,Goodyear Tire & Rubber Co
GTY.BE,Gateway Real Estate AG
GUG.BE,Guangdong Investment Ltd
GWW.BE,W.W. Grainger Inc
HAL.BE,Halliburton Co
HAS.BE,Hasbro Inc
HCG.BE,Hong Kong and China Gas Co Ltd
HCM.BE,Hitachi Construction Machinery Co Ltd
HDB.BE,Azimut Holding SPA
HEI.BE,HeidelbergCement AG
HEMP.BE,Deutsche Cannabis AG
HGV.BE,Hygrovest Limited
HIE.BE,Hilton Grand Vacations Inc
HIGH.BE,Cantourage Group SE
HOM.BE,Hong Leong Asia Ltd
HPE.BE,Hokuetsu Corp
HRB.BE,H&R Block Inc
HRI.BE,Shandong Hi-Speed Holdings Group Ltd
HRT.BE,Sherritt International Corp
HSY.BE,The Hershey Co
HTD.BE,Corcept Therapeutics Inc
HUM.BE,Humana Inc
HUT.BE,Hurricane Energy PLC
HWC.BE,Heiwa Corp
HXL.BE,Hexcel Corp
HYI.BE,Hyrican Informationssysteme AG
HYW.BE,HYDROTEC Gesellschaft fuer Wassertechnik AG
IBCS.BE,iShares € Corp Bond Lg Cp ETF EUR Dist
IBM.BE,International Business Machines Corp
IDA.BE,Indra Sistemas SA
IEI.BE,Insight Enterprises Inc
IFF.BE,International Flavors & Fragrances Inc
IFS.BE,infas Holding Aktiengesellschaft
IHF.BE,Safestore Holdings PLC
IHS.BE,Jervois Global Ltd
IMV.BE,Immersion Corp
INO.BE,Inseego Corp
INP.BE,International Paper Co
INR.BE,International Consolidated Airlines Group SA
INTA.BE,Intracom Holdings SA
IPG.BE,The Interpublic Group of Companies Inc
IQQC.BE,iShares China Large Cap ETF USD Dist
ITB.BE,Imperial Brands PLC
ITP.BE,PT Indocement Tunggal Prakarsa Tbk
IVV.BE,Power Nickel Inc
JAN.BE,Japan Asia Investment Co Ltd
JBL.BE,Jabil Inc
JBT.BE,John Bean Technologies Corp
JEM.BE,Jeronimo Martins SGPS SA
JMM.BE,J M AB
JNJ.BE,Johnson & Johnson
JNP.BE,Juniper Networks Inc
JPX.BE,AeroVironment Inc
KAP.BE,Kansai Paint Co Ltd
KBH.BE,KB Home
KEY.BE,KeyCorp
KFY.BE,Korn Ferry
KOP.BE,Korea Electric Power Corp
KTF.BE,Mondelez International Inc
KTN.BE,Kontron AG
LAB.BE,Laboratory Corp of America Holdings
LCM.BE,Costamare Inc
LCR.BE,Las Vegas Sands Corp
LEG.BE,LEG Immobilien SE
LEN.BE,Lenzing AG
LEO.BE,Leoni AG
LEV.BE,Leeport (Holdings) Ltd
LGI.BE,Legal & General Group PLC
LGO.BE,Leocor Gold Inc
LIN.BE,Linde PLC
LIV.BE,Autoliv Inc
LLY.BE,Eli Lilly and Co
LNN.BE,Lennar Corp
LRND.BE,learnd SE
LVO.BE,LivePerson Inc
LYV.BE,Orron Energy AB
MARA.BE,Marubeni Corp
MAS.BE,Melco Resorts and Entertainment Ltd
MBB.BE,MBB SE
MBG.BE,Mercedes-Benz Group AG
MBI.BE,Mitsubishi Corp
MCHA.BE,Michelin
MCK.BE,McKesson Corp
MCX.BE,McCormick & Co Inc
MCY.BE,Mercury Systems Inc
MDD.BE,Arnoldo Mondadori Editore SpA
MED.BE,MediClin AG
MGA.BE,Magna International Inc
MGC.BE,MGIC Investment Corp
MGM.BE,Capricorn Metals Ltd
MIO.BE,Mincon Group PLC
MKC.BE,AAC Clyde Space AB
MKL.BE,Atea ASA
MKS.BE,Merko Ehitus AS
MLI.BE,Mesa Laboratories Inc
MLM.BE,Real Good Food PLC
MLN.BE,Mineral Hill Industries Ltd
MLP.BE,MLP SE
MMAT.BE,Meta Materials Inc
MMM.BE,3M Co
MMT.BE,Metropole Television SA
MOB.BE,Monster Beverage Corp
MOH.BE,LVMH Moet Hennessy Louis Vuitton SE
MOM.BE,Mahindra & Mahindra Ltd
MOR.BE,MorphoSys AG
MOS.BE,Orange Belgium SA
MOV.BE,Moncler SpA
MPLN.BE,Tellurian Inc
MPV.BE,Medibank Private Ltd
MPX.BE,Mitsubishi Paper Mills Ltd
MRK.BE,Merck KGaA
MSI.BE,Mitsui Chemicals Inc
MSN.BE,Marsh & McLennan Companies Inc
MTA.BE,Wartsila Corp
MTK.BE,Midland Holdings Ltd
MTR.BE,Mothercare PLC
MTW.BE,Matsui Securities Co Ltd
MTX.BE,MTU Aero Engines AG
MTZ.BE,M&T Bank Corp
MUB.BE,Muehlbauer Holding AG
MUE.BE,3D Oil Ltd
MUJ.BE,Mitsubishi Materials Corp
MUX.BE,Mutares SE & Co KGaA
MVIN.BE,Microvision Inc
MWB.BE,MWB Wertpapierhandelsbank AG
MYD.BE,Myriad Genetics Inc
NBO.BE,Nisshinbo Holdings Inc
NBR.BE,American National Bankshares Inc
NDQ.BE,Invesco QQQ Trust
NEM.BE,Nemetschek SE
NEN.BE,Renesas Electronics Corp
NGLD.BE,Anglo American PLC
NGS.BE,Natural Gas Services Group Inc
NIB.BE,Nidec Corp
NIO.BE,Nordic Iron Ore AB
NIQ.BE,Aberdeen New India Investment Trust Plc
NJAN.BE,Minaean SP Construction Corp
NKE.BE,Nike Inc
NKX.BE,PT Bank CIMB Niaga Tbk
NMM.BE,Newmont Corp
NMR.BE,Nova Ltd
NOVA.BE,Novo Nordisk A/S
NOVC.BE,Novo Nordisk A/S
NPX.BE,Nippon Sanso Holdings Corp
NSA.BE,OTI Greentech AG
NSC.BE,Nissan Chemical Corp
NTG.BE,Nabaltec AG
NTR.BE,Spectrum Pharmaceuticals Inc
NUO.BE,Nucor Corp
NUS.BE,Nu Skin Enterprises Inc
NUVA.BE,Noratis AG
NVAC.BE,Banpu PCL
NVAX.BE,Hana Microelectronics PCL
NVG.BE,NuVista Energy Ltd
NWL.BE,Newell Brands Inc
NWS.BE,NWS Holdings Ltd
NXEN.BE,Seelos Therapeutics Inc
NXG.BE,Next PLC
NXU.BE,Nexus AG
NYT.BE,New York Times Co
NYVA.BE,AP (Thailand) PCL
OCN.BE,Omnicom Group Inc
ODP.BE,The ODP Corp
OII.BE,Oceaneering International Inc
OLN.BE,Olin Corp
OMAX.BE,Vivesto AB
OND.BE,Oncopeptides AB
OPA.BE,Orpea SA
ORA.BE,Ordina NV
ORC.BE,Oracle Corp
ORG.BE,China Oriental Group Co Ltd
OSA.BE,Osaka Gas Co Ltd
OSG.BE,OSG Corp
OSK.BE,Japan Exchange Group Inc
OSW.BE,Bakrie Sumatera Plantations Tbk
PAG.BE,PREOS Global Office Real Estate & Technology AG
PAR.BE,Parker Hannifin Corp
PBB.BE,Deutsche Pfandbriefbank AG
PBE.BE,Peabody Energy Corp
PBS.BE,Precision BioSciences Inc
PBW.BE,Pitney Bowes Inc
PBY.BE,publity AG
PCG.BE,PG&E Corp
PEJ.BE,PrimeEnergy Resources Corp
PEN.BE,PBF Energy Inc
PEO.BE,Exelon Corp
PEP.BE,PepsiCo Inc
PFE.BE,Pfizer Inc
PFI.BE,Palfinger AG
PFS.BE,Perficient Inc
PFV.BE,Pfeiffer Vacuum Technology AG
PGF.BE,Protagonist Therapeutics Inc
PGJ.BE,Towngas Smart Energy Co Ltd
PHO.BE,Gibb River Diamonds Ltd
PHT.BE,Haulotte Group
PIK.BE,Pick N Pay Stores Ltd
PIT.BE,Pittler Maschinenfabrik AG
PJP.BE,X5 Retail Group NV
PKW.BE,Polyplex (Thailand) PCL
PKX.BE,POSCO Holdings Inc
PLL.BE,Prudential Financial Inc
PNK.BE,Pioneer Natural Resources Co
PNT.BE,Pentair PLC
PPL.BE,PannErgy Plc
PRG.BE,Procter & Gamble Co
PRP.BE,Prada SpA
PRU.BE,Prudential PLC
PRVA.BE,Provident Financial PLC
PSH.BE,Sernova Corp
PSM.BE,ProSiebenSat 1 Media SE
PTN.BE,Palatin Technologies Inc
PTOG.BE,Ptt PCL
PVH.BE,PVH Corp
PXH.BE,Pixium Vision SA
PYR.BE,Pyrum Innovations AG
QCH.BE,Computershare Ltd
QPX.BE,Parex Resources Inc
QSG.BE,Sky Gold Corp
QTNA.BE,Titan Medical Inc
REG.BE,RemeGen Co Ltd
REZ.BE,Global Battery Metals Ltd
RFV.BE,DONTNOD Entertainment SA
RGI.BE,Regis Corp
RHM.BE,Rheinmetall AG
RJN.BE,Strike Energy Ltd
RLI.BE,Reliance Industries Ltd
RNR.BE,Synectics PLC
ROG.BE,Select Sands Corp
ROM.BE,Rohm Co Ltd
ROP.BE,Roper Technologies Inc
RPD.BE,Royalty Pharma PLC
RPU.BE,Republic Services Inc
RRZ.BE,Ramelius Resources Ltd
RTC.BE,Realtech AG
RWL.BE,Rockwell Automation Inc
RWW.BE,Mediaset Espana Comunicacion SA
RYE.BE,Royal Mail PLC
RYI.BE,Viracta Therapeutics Inc
RYU.BE,Sega Sammy Holdings Inc
SAB.BE,Sonic Healthcare Ltd
SAP.BE,SAP SE
SBS.BE,Stratec SE
SCA.BE,Svenska Cellulosa AB
SCL.BE,Schlumberger Ltd
SCY.BE,Stratasys Ltd
SDA.BE,Sealed Air Corp
SDRC.BE,SCOR SE
SES.BE,SES SA
SFE.BE,Synchrony Financial
SFT.BE,SoftBank Group Corp
SFY.BE,Synthetic Biologics Inc
SGE.BE,Societe Generale SA
SGG.BE,Silver Base Group Holdings Ltd
SGU.BE,Sino-German United AG
SHC.BE,Shore Bancshares Inc
SHG.BE,Sun Hung Kai Properties Ltd
SHLD.BE,Siemens Healthineers AG
SHM.BE,Shimano Inc
SID.BE,State Bank of India
SII.BE,Wheaton Precious Metals Corp
SJM.BE,Steven Madden Ltd
SKE.BE,Goodwood Capital Ltd
SKM.BE,SKY Perfect JSAT Corp
SKT.BE,Storebrand ASA
SMG.BE,MagnaChip Semiconductor Corp
SMI.BE,China Medical & HealthCare Group Ltd
SND.BE,Schneider Electric SE
SOL.BE,Solvay SA
SPD.BE,Superior Industries International Inc
SPI.BE,Sappi Ltd
SQL.BE,Matador Secondary Private Equity AG
SRI.BE,Sun Art Retail Group Ltd
SRJ.BE,SpartanNash Co
SRT.BE,Sartorius AG
SSU.BE,Samsung Electronics Co Ltd
STAA.BE,Stanley Electric Co Ltd
STC.BE,Caravel Minerals Ltd
STG.BE,STINAG Stuttgart Invest AG
STM.BE,Stabilus SE
SUI.BE,Sekisui Chemical Co Ltd
SVC.BE,Service Corp International
SVM.BE,Sovereign Metals Ltd
SWI.BE,Swire Pacific Ltd
SWN.BE,Southwest Airlines Co
SXC.BE,Sunny Optical Technology (Group) Co Ltd
SYK.BE,Stryker Corp
SYM.BE,NortonLifeLock Inc
SYT.BE,Softing AG
SYV.BE,3D Systems Corp
SYY.BE,Sysco Corp
TAC.BE,Ctac NV
TAO.BE,Talon Metals Corp
TBT.BE,Tokuyama Corp
TBX.BE,Tick Trading Software Aktiengesellschaft
TCS.BE,Axon Enterprise Inc
TCX.BE,Tubacex SA
TEO.BE,Telecom Argentina SA
TEX.BE,Castellum AB
TGI.BE,Tetra Technologies Inc
TGNA.BE,Transgene SA
TGR.BE,Yum Brands Inc
TGT.BE,11 88 0 Solutions AG
TJX.BE,TJX Companies Inc
TLK.BE,Toll Brothers Inc
TLS.BE,Telia Company AB
TMP.BE,Stamper Oil & Gas Corp
TMV.BE,TeamViewer AG
TPX.BE,Toppan Inc
TRS.BE,TC Energy Corp
TRU.BE,Traumhaus AG
TSI.BE,Tsingtao Brewery Co Ltd
TSLL.BE,Oi SA
TSQ.BE,transcosmos inc
TUP.BE,Tupperware Brands Corp
TUR.BE,Turbon AG
TXG.BE,Terex Corp
TXT.BE,Textron Inc
TYG.BE,Tingyi (Cayman Islands) Holding Corp
UAV.BE,Oragenics Inc
UGL.BE,US Global Investors Inc
UHS.BE,Universal Health Services Inc
UNH.BE,UnitedHealth Group Inc
UNP.BE,Union Pacific Corp
USE.BE,Erotik Abwicklungsges AG
USI.BE,US Silica Holdings Inc
UTG.BE,PT Unilever Indonesia Tbk
UUU.BE,3U Holding AG
UVV.BE,Universal Corp
VAW.BE,VAALCO Energy Inc
VBK.BE,VERBIO Vereinigte BioEnergie AG
VCM.BE,Vecima Networks Inc
VCV.BE,Vicor Corp
VGR.BE,Vector Group Ltd
VHC.BE,Viohalco SA
VIA.BE,Viatris Inc
VIR.BE,Vidrala SA
VIS.BE,Viscofan SA
VMC.BE,Vulcan Materials Co
VQT.BE,va-Q-tec AG
VSL.BE,Digital X Ltd
VUG.BE,Vunani Ltd
WDC.BE,Western Digital Corp
WEA.BE,Western Alliance Bancorp
WFC.BE,West Fraser Timber Co.Ltd
WFT.BE,Weng Fine Art AG
WHR.BE,Whirlpool Corp
WIT.BE,Shanghai Jiaoda Withub Information Industrial Co Ltd
WMB.BE,Williams Companies Inc
WMC.BE,Alumina Ltd
WMT.BE,Walmart Inc
WPS.BE,West Pharmaceutical Services Inc
XAR.BE,Xaar PLC
XLF.BE,XL Fleet Corp
XLP.BE,XRF Scientific Ltd
XPH.BE,Amphenol Corp
YOU.BE,ABOUT YOU Holding SE
YPF.BE,YPF SA
ZIM.BE,Zimmer Biomet Holdings Inc
ZSB.BE,Sirona Biochem Corp
ZSL.BE,SLR Investment Corp
ZWS.BE,Telia Lietuva AB
ABEC.DU,Alphabet Inc
ABG.DU,AmerisourceBergen Corp
ABL.DU,Abbott Laboratories
ABR.DU,Barrick Gold Corp
ABT.DU,Advanced Bitcoin Technologies AG
ACCA.DU,Arch Resources Inc
ACR.DU,Accor SA
ADC.DU,AdCapital AG
ADM.DU,Archer-Daniels Midland Co
ADP.DU,Automatic Data Processing Inc
ADV.DU,ADVA Optical Networking SE
AEP.DU,American Electric Power Co Inc
AES.DU,The AES Corp
AFG.DU,American Eagle Outfitters Inc
AFL.DU,Aflac Inc
AFT.DU,Abercrombie & Fitch Co
AGE.DU,Agfa-Gevaert NV
AGL.DU,Agree Realty Corp
AGT.DU,AptarGroup Inc
AGX.DU,Silver X Mining Corp
AHG.DU,Pure Energy Minerals Ltd
AIR.DU,Airbus SE
AIV.DU,Apartment Investment & Management Co
AJXA.DU,AFC Ajax NV
ALD.DU,Honeywell International Inc
ALE.DU,Alps Alpine Co Ltd
ALG.DU,ALBIS Leasing AG
ALK.DU,Alaska Air Group Inc
ALV.DU,Allianz SE
ALX.DU,Alexanderwerk AG
AMC.DU,Albemarle Corp
AMD.DU,Advanced Micro Devices Inc
AMG.DU,Amgen Inc
AMK.DU,Amkor Technology Inc
AMNA.DU,Ambev SA
AMP.DU,AMP Ltd
AOA.DU,Atkore Inc
AOD.DU,Anglogold Ashanti Ltd
AOF.DU,ATOSS Software AG
AON.DU,Aozora Bank Ltd
AOR.DU,Solaria Energia y Medio Ambiente SA
AOS.DU,Amdocs Ltd
APM.DU,ad pepper media International NV
APPH.DU,Apontis Pharma AG
ARC.DU,Aker BP ASA
ARL.DU,Aareal Bank AG
ARW.DU,Arrow Electronics Inc
ASG.DU,Assicurazioni Generali
ATI.DU,Athabasca Oil Corp
ATY.DU,Artemis Resources Ltd
AUD.DU,Autodesk Inc
AVA.DU,Ascopiave SpA
BAC.DU,Verizon Communications Inc
BBDC.DU,Bombardier Inc
BBQ.DU,Beter Bed Holding
BBVA.DU,Banco Bilbao Vizcaya Argentaria SA
BBY.DU,Bed Bath & Beyond Inc
BCO.DU,Boeing Co
BDD.DU,Conico Ltd
BDJ.DU,Bendigo and Adelaide Bank Ltd
BGR.DU,China High Speed Transmission Equipment Group Co Ltd
BGT.DU,Bridgestone Corp
BHP.DU,BHP Group Ltd
BIO.DU,Biotest AG
BKN.DU,Bank of Nova Scotia
BLD.DU,British Land Co PLC
BMI.DU,BP Prudhoe Bay Royalty Trust
BNE.DU,Burcon NutraScience Corp
BNR.DU,Brenntag SE
BOF.DU,BOC Hong Kong Holdings Ltd
BON.DU,Boiron SA
BOSS.DU,Hugo Boss AG
BOX.DU,"Becton, Dickinson and Co"
BRYN.DU,Berkshire Hathaway Inc
BSL.DU,Basler AG
BST.DU,Bastei Luebbe AG
BSX.DU,Boston Scientific Corp
BUI.DU,Burlington Stores Inc
BUY.DU,Best Buy Co Inc
BWB.DU,Baader Bank AG.
CAG.DU,Clere AG
CAR.DU,Carrefour
CBA.DU,Brilliance China Automotive Holdings Ltd
CBT.DU,Cabot Corp
CCAP.DU,Corestate Capital Holding SA
CCJ.DU,Cincinnati Financial Corp
CDE.DU,City Developments Ltd
CDS.DU,Cadence Design Systems Inc
CDW.DU,CDW Corp
CEI.DU,Core Laboratories NV
CEZ.DU,CEZ a.s
CHK.DU,China Resources Beer (Holdings) Co Ltd
CHY.DU,ChemoMetec A/S
CID.DU,Energy Company of Minas Gerais
CIG.DU,Carel Industries SpA
CIM.DU,China International Capital Corp Ltd
CKX.DU,CryoPort Inc
CLB.DU,Christina Lake Cannabis Corp
CLH.DU,Cardinal Health Inc
CLM.DU,Clearside Biomedical Inc
CLRN.DU,Clariant AG
CLY.DU,Callaway Golf Co
CMC.DU,JPMorgan Chase & Co
CMS.DU,Commercial Metals Co
CNO.DU,China Railway Group Ltd
CNP.DU,Ingredion Inc
COF.DU,Cofinimmo SA/NV
CPA.DU,Colgate-Palmolive Co
CPF.DU,CITIC Ltd
CRC.DU,Canadian Natural Resources Ltd
CSA.DU,Accenture PLC
CSF.DU,Thales
CSH.DU,Cenit AG
CSJ.DU,CSL Ltd
CSQ.DU,Creditshelf AG
CSR.DU,CSR Ltd
CSV.DU,Corporacion Financiera Alba SA
CSX.DU,Credit Suisse Group AG
CTM.DU,China Mobile Ltd
CTO.DU,Costco Wholesale Corp
CTV.DU,Helix Energy Solutions Group Inc
CTZ.DU,Citizen Watch Co Ltd
CVG.DU,CSPC Pharmaceutical Group Ltd
CVLC.DU,Vale SA
CVS.DU,CVS Health Corp
CWB.DU,Currys PLC
CWC.DU,CEWE Stiftung & Co KGaA
CYB.DU,CyberArk Software Ltd
CYTH.DU,Lumen Technologies Inc
DAM.DU,Data Modul AG
DAO.DU,Screen Holdings Co Ltd
DAR.DU,Datron AG
DAT.DU,DAVIDsTEA Inc
DBD.DU,Diebold Nixdorf Inc
DBI.DU,Deutsche Biotech Innovativ AG
DCO.DU,Deere & Co
DEF.DU,Deutsche Fachmarkt AG
DEN.DU,Dentsu Group Inc
DEX.DU,Delticom AG
DHR.DU,B&G Foods Inc
DIN.DU,Digital China Holdings Ltd
DIP.DU,KDDI Corp
DKG.DU,Deutsche Konsum REIT-AG
DLN.DU,De'Longhi SPA
DLX.DU,Delignit AG
DLY.DU,LyondellBasell Industries NV
DMB.DU,Hargreaves Lansdown PLC
DMRE.DU,DEMIRE Deutsche Mittelstand Real Estate AG
DNO.DU,Denso Corp
DNP.DU,Dai Nippon Printing Co Ltd
DOD.DU,Dominion Energy Inc
DOV.DU,Dover Corp
DPU.DU,Dundee Precious Metals Inc
DRH.DU,Droneshield Ltd
DTC.DU,Defence Therapeutics Inc
DTE.DU,Deutsche Telekom AG
DTEA.DU,Deutsche Telekom AG
DVY.DU,Adtalem Global Education Inc
EAC.DU,Eastman Chemical Co
EAD.DU,Erlebnis Akademie AG
EAI.DU,Groupe Bruxelles Lambert SA
EAR.DU,Ebara Corp
ECF.DU,Mountain Alliance AG
EDC.DU,Consolidated Edison Inc
EFX.DU,Equifax Inc
EGO.DU,EastGroup Properties Inc
EIS.DU,Eisen- und Huettenwerke AG
EIX.DU,Edison International
EMR.DU,Emerson Electric Co
ENR.DU,Siemens Energy AG
ENV.DU,ENAV SpA
EOT.DU,DISH Network Corp
EQR.DU,Equity Residential
EQS.DU,EQS Group AG
ETE.DU,Ekotechnika AG
ETG.DU,EnviTec Biogas AG
ETX.DU,Etablissements Maurel & Prom
ETY.DU,Entergy Corp
EVI.DU,China Everbright Ltd
EVN.DU,EVN AG
EVT.DU,Evotec SE
EWL.DU,Edwards Lifesciences Corp
EXC.DU,Exceet Group SA
EXK.DU,Exact Sciences Corp
EXP.DU,Essex Property Trust Inc
FAN.DU,Fabrinet
FAS.DU,Fastenal Co
FDM.DU,Fresh Del Monte Produce Inc
FDN.DU,EnerSys
FDX.DU,FedEx Corp
FEX.DU,Ferrexpo PLC
FIS.DU,Fisker Inc
FLN.DU,Admiral Group PLC
FMF.DU,FormFactor Inc
FMK.DU,Ecograf Ltd
FMNB.DU,Leonardo SpA
FNG.DU,Fritz Nols AG
FNI.DU,Fosun International Ltd
FPE.DU,Fuchs Petrolub SE
FPH.DU,Francotyp-Postalia Holding AG
FRA.DU,Fraport AG
FRI.DU,Fair Isaac Corp
FTK.DU,Flatex AG
FVI.DU,Fair Value REIT-AG
FXI.DU,Flex Ltd
GAN.DU,Naturgy Energy Group SA
GBF.DU,Bilfinger SE
GDX.DU,General Dynamics Corp
GEG.DU,The GEO Group Inc
GIL.DU,DMG Mori Aktiengesellschaft
GIS.DU,Gilead Sciences Inc
GLW.DU,Corning Inc
GME.DU,Geratherm Medical AG
GMM.DU,Grammer AG
GOV.DU,Insulet Corp
GPT.DU,Genuine Parts Co
GRU.DU,Geely Automobile Holdings Ltd
GTN.DU,Getinge AB
GTR.DU,Goodyear Tire & Rubber Co
GTX.DU,Gentex Corp
GTY.DU,Gateway Real Estate AG
GWW.DU,W.W. Grainger Inc
GXG.DU,Nanoco Group PLC
GYC.DU,Grand City Properties SA
HAL.DU,Halliburton Co
HAS.DU,Hasbro Inc
HBI.DU,Harvard Bioscience Inc
HCG.DU,Hong Kong and China Gas Co Ltd
HCM.DU,Hitachi Construction Machinery Co Ltd
HDB.DU,Azimut Holding SPA
HEI.DU,HeidelbergCement AG
HEMP.DU,Deutsche Cannabis AG
HGT.DU,Hawkeye Gold & Diamond Inc
HIE.DU,Hilton Grand Vacations Inc
HIGH.DU,Cantourage Group SE
HLX.DU,Heartland Express Inc
HMC.DU,Harmonic Inc
HPE.DU,Hokuetsu Corp
HRB.DU,H&R Block Inc
HRI.DU,Shandong Hi-Speed Holdings Group Ltd
HSY.DU,The Hershey Co
HTD.DU,Corcept Therapeutics Inc
HUM.DU,Humana Inc
HXL.DU,Hexcel Corp
HYB.DU,Hoya Corp
HYI.DU,Hyrican Informationssysteme AG
IBCS.DU,iShares € Corp Bond Lg Cp ETF EUR Dist
IBM.DU,International Business Machines Corp
IDA.DU,Indra Sistemas SA
IEI.DU,Insight Enterprises Inc
IFF.DU,International Flavors & Fragrances Inc
IFS.DU,infas Holding Aktiengesellschaft
IHS.DU,Jervois Global Ltd
III.DU,3i Group Plc
INO.DU,Inseego Corp
INP.DU,International Paper Co
INR.DU,International Consolidated Airlines Group SA
IPG.DU,The Interpublic Group of Companies Inc
IQQC.DU,iShares China Large Cap ETF USD Dist
ITB.DU,Imperial Brands PLC
IUSA.DU,iShares S&amp;P 500 ETF USD Dist
JBL.DU,Jabil Inc
JEM.DU,Jeronimo Martins SGPS SA
JFR.DU,JFE Holdings Inc
JNJ.DU,Johnson & Johnson
JNP.DU,Juniper Networks Inc
JPX.DU,AeroVironment Inc
KBH.DU,KB Home
KEY.DU,KeyCorp
KFY.DU,Korn Ferry
KOP.DU,Korea Electric Power Corp
KTF.DU,Mondelez International Inc
KTN.DU,Kontron AG
LAB.DU,Laboratory Corp of America Holdings
LAZ.DU,La-Z-Boy Inc
LCM.DU,Costamare Inc
LCR.DU,Las Vegas Sands Corp
LEG.DU,LEG Immobilien SE
LEN.DU,Lenzing AG
LEO.DU,Leoni AG
LGI.DU,Legal & General Group PLC
LIN.DU,Linde PLC
LIV.DU,Autoliv Inc
LLY.DU,Eli Lilly and Co
LNN.DU,Lennar Corp
LTEC.DU,Logitech International SA
LVO.DU,LivePerson Inc
LYV.DU,Orron Energy AB
MARA.DU,Marubeni Corp
MAS.DU,Melco Resorts and Entertainment Ltd
MBB.DU,MBB SE
MBG.DU,Mercedes-Benz Group AG
