Abk,Name
HDLV.F,Invesco S&P 500 High Dividend Low Volatility UCITS ETF
HEI.F,Heidelberg Materials AG
HEMP.F,Deutsche Cannabis AG
HGT.F,Hawkeye Gold & Diamond Inc.
HIE.F,Hilton Grand Vacations Inc.
HIGH.F,Cantourage Group SE
HLI.F,Nicola Mining Inc.
HLX.F,"Heartland Express, Inc."
HMC.F,Harmonic Inc.
HOM.F,Hong Leong Asia Ltd
HPE.F,Hokuetsu Corporation
HRB.F,"H&R Block, Inc."
HRI.F,Shandong Hi-Speed Holdings Group Limited
HRT.F,Sherritt International Corporation
HSY.F,The Hershey Company
HTD.F,Corcept Therapeutics Incorporated
HTH.F,Hutchinson Technology Inc.
HUM.F,Humana Inc.
HUT.F,Hurricane Energy plc
HWC.F,Heiwa Corporation
HXL.F,Hexcel Corporation
HYB.F,HOYA Corporation
HYI.F,Hyrican Informationssysteme Aktiengesellschaft
IBCC.F,iShares $ Treasury Bond 0-1yr UCITS ETF
IBCD.F,iShares $ Corp Bond UCITS ETF USD (Dist)
IBCI.F,iShares € Inflation Linked Govt Bond UCITS ETF
IBCS.F,iShares € Corp Bond Large Cap UCITS ETF
IBM.F,International Business Machines Corporation
IDA.F,"Indra Sistemas, S.A."
IDE.F,Issuer Direct Corporation
IEGA.F,NN (L) Global Sustainable Equity
IEI.F,"Insight Enterprises, Inc."
IEXA.F,iShares € Corp Bond ex-Financials UCITS ETF
IFF.F,International Flavors & Fragrances Inc.
IFS.F,Infas Holding AG
IGLD.F,iShares Physical Gold EUR Hedged ETC
IGV.F,AB Ignitis grupe
IHF.F,Safestore Holdings plc
IHS.F,Jervois Global Limited
IMO.F,IMMOFINANZ AG
IMV.F,Immersion Corporation
INDA.F,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF
INDB.F,Lyxor Index Fund - Lyxor Stoxx Europe 600 Telecommunications UCITS ETF
INDU.F,Lyxor Index Fund - Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF
INFA.F,SciDev Limited
INLD.F,Intel Corporation SR GLBL NT 22
INO.F,Inseego Corp.
INP.F,International Paper Company
INR.F,International Consolidated Airlines Group S.A.
INTA.F,Intracom Holdings S.A.
IPB.F,"Inapa - Investimentos, Participações e Gestão, S.A."
IPG.F,"The Interpublic Group of Companies, Inc."
IPGP.F,Fidelity Funds - Australia Fund
IPW.F,Infinity Property and Casualty Corporation
IQI.F,Incannex Healthcare Limited
IQQC.F,iShares China Large Cap UCITS ETF
ITB.F,Imperial Brands PLC
ITP.F,PT Indocement Tunggal Prakarsa Tbk
IUSA.F,iShares Core S&P 500 UCITS ETF USD Dist
IUSB.F,iShares II Public Limited Company - iShares Global Timber & Forestry UCITS ETF
IUSP.F,iShares J.P. Morgan EM Local Govt Bond UCITS ETF
IUSS.F,iShares MSCI Saudi Arabia Capped UCITS ETF
IUSV.F,iShares $ Treasury Bond 20+yr UCITS ETF EUR Hedged (Dist)
IVV.F,Power Nickel Inc.
IWB.F,ISARIA Wohnbau AG
JAN.F,"Japan Asia Investment Co., Ltd."
JBL.F,Jabil Inc.
JBT.F,John Bean Technologies Corporation
JEM.F,"Jerónimo Martins, SGPS, S.A."
JETS.F,HANetf - U.S. Global Jets UCITS ETF
JFR.F,"JFE Holdings, Inc."
JHSC.F,HSBC Global Investment Funds - Indian Equity
JMBA.F,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
JMM.F,JM AB (publ)
JNJ.F,Johnson & Johnson
JNP.F,"Juniper Networks, Inc."
JOE.F,The St. Joe Company
JPNH.F,Lyxor Japan (Topix) (DR) UCITS ETF
JPX.F,"AeroVironment, Inc."
JSM.F,"Japan Smaller Capitalization Fund, Inc."
KAP.F,"Kansai Paint Co., Ltd."
KBH.F,KB Home
KEN.F,KebNi AB (publ)
KEY.F,KeyCorp
KFY.F,Korn Ferry
KIO.F,Fitzroy River Corporation Limited
KOP.F,Korea Electric Power Corporation
KRC.F,Kilroy Realty Corporation
KROP.F,Global X AgTech & Food Innovation UCITS ETF
KTF.F,"Mondelez International, Inc."
KTN.F,Kontron AG
LAB.F,Laboratory Corporation of America Holdings
LADR.F,L&G Optical Technology & Photonics ESG Exclusions UCITS ETF
LAW.F,"Lawson, Inc."
LAZ.F,La-Z-Boy Incorporated
LCM.F,Costamare Inc.
LCR.F,Las Vegas Sands Corp.
LEAD.F,Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc
LEG.F,LEG Immobilien SE
LEN.F,Lenzing Aktiengesellschaft
LEO.F,LEONI AG
LFIN.F,Lyxor Index Fund - Lyxor STOXX Europe 600 Financial Services UCITS ETF
LGH.F,LG Electronics Inc.
LGI.F,Legal & General Group Plc
LGO.F,Leocor Gold Inc.
LIN.F,Linde plc
LIV.F,"Autoliv, Inc."
LKOR.F,MULTI-UNITS LUXEMBOURG - Lyxor MSCI Korea UCITS ETF
LLY.F,Eli Lilly and Company
LNN.F,Lennar Corporation
LRET.F,Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF
LRND.F,learned SE
LSAF.F,Lyxor South Africa (FTSE JSE TOP 40) UCITS ETF
LSI.F,"CK Life Sciences Int'l., (Holdings) Inc."
LVO.F,"LivePerson, Inc."
LXFR.F,BV Global Balance Fonds
LXU.F,Tongaat Hulett Limited
LYG.F,IG Design Group PLC
LYV.F,Orrön Energy AB (publ)
MAR.F,"Maravai LifeSciences Holdings, Inc."
MARA.F,Marubeni Corporation
MAS.F,Melco Resorts & Entertainment Limited
MAV.F,Metadvertise
MBB.F,MBB SE
MBC.F,MyBucks S.A.
MBG.F,Mercedes-Benz Group AG
MBI.F,Mitsubishi Corporation
MCHA.F,Michelin
MCHN.F,Invesco MSCI China All Shares Connect UCITS ETF
MCK.F,McKesson Corporation
MCS.F,Mercantile Bank Corporation
MCX.F,"McCormick & Company, Incorporated"
MCY.F,"Mercury Systems, Inc."
MDD.F,Arnoldo Mondadori Editore S.p.A.
MEC.F,"Meiko Electronics Co., Ltd."
MED.F,MEDICLIN Aktiengesellschaft
METV.F,Roundhill Ucits Icav - Roundhill Metaverse Ucits ETF
MFD.F,MEDICAL BioHealth
MGA.F,Magna International Inc.
MGC.F,MGIC Investment Corporation
MGK.F,Magic Software Enterprises Ltd.
MGM.F,Capricorn Metals Ltd
MHH.F,Medisana AG
MHK.F,MAG Interactive AB
MIO.F,Mincon Group plc
MIY.F,"Mistras Group, Inc."
MJE.F,Mondo TV S.p.A.
MJJ.F,"Mani, Inc."
MJP.F,"SBI Global Asset Management Co.,Ltd."
MKC.F,AAC Clyde Space AB (publ)
MKL.F,Atea ASA
MKS.F,AS Merko Ehitus
MLI.F,"Mesa Laboratories, Inc."
MLN.F,Mineral Hill Industries Ltd.
MLP.F,MLP SE
MMAT.F,Meta Materials Inc.
MMM.F,3M Company
MMT.F,Métropole Télévision S.A.
MNK.F,Minerals Technologies Inc.
MOB.F,Monster Beverage Corporation
MOH.F,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne"
MOM.F,Mahindra & Mahindra Limited
MOR.F,MorphoSys AG
MOS.F,Orange Belgium S.A.
MOV.F,Moncler S.p.A.
MPLN.F,Tellurian Inc.
MPV.F,Medibank Private Limited
MPW.F,ManpowerGroup Inc.
MPX.F,Mitsubishi Paper Mills Limited
MRK.F,Merck KGaA
MSI.F,"Mitsui Chemicals, Inc."
MSN.F,"Marsh & McLennan Companies, Inc."
MTA.F,Wärtsilä Oyj Abp
MTK.F,Midland Holdings Limited
MTR.F,Mothercare plc
MTVR.F,L&G Metaverse ESG Exclusions UCITS ETF
MTW.F,"Matsui Securities Co., Ltd."
MTX.F,MTU Aero Engines AG
MTZ.F,M&T Bank Corporation
MUB.F,Mühlbauer Holding AG
MUE.F,3D Oil Limited
MUI.F,"Marui Group Co., Ltd."
MUJ.F,Mitsubishi Materials Corporation
MUR.F,"Murata Manufacturing Co., Ltd."
MUX.F,Mutares SE & Co. KGaA
MVIN.F,"MicroVision, Inc."
MWB.F,mwb fairtrade Wertpapierhandelsbank AG
MXI.F,"Maxim Integrated Products, Inc."
MYD.F,"Myriad Genetics, Inc."
NA.F,Exasol AG
NADA.F,Lyxor Core MSCI Japan (DR) UCITS ETF
NAT.F,Napatech A/S
NBO.F,Nisshinbo Holdings Inc.
NBR.F,American National Bankshares Inc
NCZ.F,Nippon Chemi-Con Corporation
NEE.F,Nine Entertainment Co. Holdings Ltd
NEM.F,Nemetschek SE
NEN.F,Renesas Electronics Corporation
NFG.F,National Fuel Gas Company
NGLD.F,Anglo American plc
NHS.F,"Northwest Bancshares, Inc."
NIB.F,Nidec Corporation
NIO.F,Nordic Iron Ore AB (publ)
NJAN.F,Minaean SP Construction Corp.
NKE.F,"NIKE, Inc."
NMI.F,Aladdin Healthcare Technologies SE
NMM.F,Newmont Corporation
NMR.F,Nova Ltd.
NNFC.F,NN Paraplufonds 4 N.V. - NN First Class Obligatie Fonds
NOG.F,Georgian Mining Corporation
NOGN.F,Empire Metals Limited
NOVA.F,Novo Nordisk A/S
NOVC.F,Novo Nordisk A/S
NPV.F,"Nippon Carbon Co., Ltd."
NPX.F,Nippon Sanso Holdings Corporation
NRC.F,"Neuronetics, Inc."
NRT.F,"Terra Nitrogen Company, L.P."
NSC.F,Nissan Chemical Corporation
NTG.F,Nabaltec AG
NTR.F,"Spectrum Pharmaceuticals, Inc."
NUO.F,Nucor Corporation
NUS.F,"Nu Skin Enterprises, Inc."
NUVA.F,Noratis AG
NVAC.F,Banpu Public Company Limited
NVAX.F,Hana Microelectronics Public Company Limited
NVG.F,NuVista Energy Ltd.
NVQ.F,"Novabase S.G.P.S., S.A."
NWG.F,New Wave Group AB (publ)
NWL.F,Newell Brands Inc.
NWS.F,NWS Holdings Limited
NXEN.F,"Seelos Therapeutics, Inc."
NXG.F,NEXT plc
NXU.F,Nexus AG
NYT.F,The New York Times Company
OCC.F,Optical Cable Corporation
OCI.F,"ACS, Actividades de Construcción y Servicios, S.A."
OCN.F,Omnicom Group Inc.
OEW.F,VERBUND AG
OII.F,"Oceaneering International, Inc."
OLB.F,Oldenburgische Landesbank AG
OLD.F,"Cracker Barrel Old Country Store, Inc."
OLN.F,Olin Corporation
OMAX.F,Oasmia Pharmaceutical AB (publ)
OND.F,Oncopeptides AB (publ)
OPA.F,Orpea SA
OPEN.F,iShares Refinitiv Inclusion and Diversity UCITS ETF
ORA.F,Ordina N.V.
ORC.F,Oracle Corporation
ORG.F,China Oriental Group Company Limited
ORI.F,Orient Overseas (International) Limited
ORN.F,Oryzon Genomics S.A.
OSA.F,"Osaka Gas Co., Ltd."
OSG.F,OSG Corporation
OSK.F,"Osaka Securities Exchange Co., Ltd."
OSW.F,PT Bakrie Sumatera Plantations Tbk
PAC.F,BNP Paribas Easy MSCI Pacific ex Japan ESG Filtered Min TE
PACI.F,Parvest SICAV - Equity Europe Small Cap
PAG.F,PREOS Global Office Real Estate & Technology AG
PAR.F,Parker-Hannifin Corporation
PBB.F,Deutsche Pfandbriefbank AG
PBE.F,Peabody Energy Corporation
PBS.F,"Precision BioSciences, Inc."
PBW.F,Pitney Bowes Inc.
PBY.F,Publity AG
PCG.F,PG&E Corporation
PEG.F,Pactiv Evergreen Inc.
PEJ.F,PrimeEnergy Resources Corp
PEN.F,PBF Energy Inc.
PEO.F,Exelon Corporation
PEP.F,"PepsiCo, Inc."
PEZ.F,Perennial Energy Holdings Limited
PFE.F,Pfizer Inc.
PFEB.F,Pfizer Inc.
PFI.F,Palfinger AG
PFS.F,"Perficient, Inc."
PFV.F,Pfeiffer Vacuum Technology AG
PGJ.F,Towngas Smart Energy Company Limited
PGR.F,Progress Software Corporation
PGZ.F,Healius Limited
PHG.F,Pharming Group N.V.
PHO.F,Gibb River Diamonds Limited
PHT.F,Haulotte Group SA
PIK.F,Pick n Pay Stores Limited
PIT.F,Pittler Maschinenfabrik AG
PJP.F,X5 Retail Group N.V.
PKB.F,Park & Bellheimer AG
PKE.F,Park Aerospace Corp.
PKW.F,Polyplex (Thailand) Public Company Limited
PKX.F,POSCO Holdings Inc.
PLL.F,"Prudential Financial, Inc."
PLX.F,Expat Poland WIG20 UCITS ETF
PNC.F,"Great Elm Group, Inc."
PNF.F,Pininfarina S.p.A.
PNK.F,Pioneer Natural Resources Company
PNT.F,Pentair plc
PPL.F,PannErgy Nyrt.
PRAC.F,Amundi Index Solutions - Amundi Prime Euro Corporates
PRG.F,The Procter & Gamble Company
PRK.F,ProAssurance Corporation
PRP.F,Prada S.p.A.
PRU.F,Prudential plc
PRVA.F,Vanquis Banking Group plc
PSFE.F,Invesco Euro IG Corporate Bond ESG UCITS ETF
PSH.F,Sernova Corp.
PSM.F,ProSiebenSat.1 Media SE
PSQ.F,Somboon Advance Technology Public Company Limited
PSX.F,Daphne International Holdings Limited
PTN.F,"Palatin Technologies, Inc."
PTOG.F,PTT Public Company Limited
PTY.F,The Brink's Company
PVH.F,PVH Corp.
PWC.F,Pinnacle West Capital Corporation
PXH.F,Pixium Vision SA
PXI.F,Shandong Molong Petroleum Machinery Company Limited
PXR.F,"Praxair, Inc."
PXS.F,Paragon Care Limited
PYR.F,Pyrum Innovations AG
PZA.F,SP Plus Corporation
PZC.F,Proactis Holdings PLC
QCH.F,Computershare Limited
QCLN.F,First Trust Nasdaq Clean Edge Green Energy UCITS ETF
QPX.F,Parex Resources Inc.
QSG.F,Sky Gold Corp.
QTNA.F,Titan Medical Inc.
QYLE.F,Global X ETFs Icav - Global X Nasdaq 100 Covered Call Ucits ETF
REAL.F,Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate
REC.F,Kingkey Intelligence Culture Holdings Limited
REG.F,RemeGen Co Ltd
RENW.F,L&G Clean Energy UCITS ETF
REW.F,Renishaw plc
REZ.F,Global Battery Metals Ltd.
RFM.F,Sensorion SA
RFV.F,DONTNOD Entertainment SA
RGI.F,Regis Corporation
RHM.F,Rheinmetall AG
RHO.F,Roche Holding AG
RHS.F,Seanergy Maritime Holdings Corp.
RJA.F,Talisman Mining Limited
RJF.F,"Raymond James Financial, Inc."
RJN.F,Strike Energy Limited
RLI.F,Rolinco N.V.
RMT.F,Regina Miracle International (Holdings) Limited
ROB.F,Robeco Sustainable Global Stars Fund N.V.
ROC.F,Rolinco N.V.
ROG.F,Select Sands Corp.
ROM.F,"ROHM Co., Ltd."
ROP.F,"Roper Technologies, Inc."
ROR.F,Robeco Global Total Return Bond Fund
RPD.F,Royalty Pharma plc
RPG.F,Endurance RP Limited
RPU.F,"Republic Services, Inc."
RRC.F,Regency Centers Corporation
RRZ.F,Ramelius Resources Limited
RSX.F,Prominence Energy Ltd
RTC.F,RealTech AG
RTG.F,Raytelligence AB (publ)
RTH.F,Wilmar International Limited
RTO.F,Rentokil Initial plc
RUN.F,"Rush Enterprises, Inc."
RUSL.F,Multi Units Luxembourg - Lyxor MSCI Russia UCITS ETF
RWL.F,"Rockwell Automation, Inc."
RWW.F,"Mediaset España Comunicación, S.A."
RXI.F,Rex International Holding Limited
RYE.F,International Distributions Services plc
RYI.F,"Viracta Therapeutics, Inc."
RYU.F,Sega Sammy Holdings Inc.
SAB.F,Sonic Healthcare Limited
SAL.F,Sabre Resources Limited
SAP.F,SAP SE
SAR.F,"ZOZO, Inc."
SBS.F,Stratec SE
SCA.F,Svenska Cellulosa Aktiebolaget SCA (publ)
SCHE.F,WisdomTree Short CHF Long EUR
SCL.F,Schlumberger Limited
SCM.F,SCHUMAG Aktiengesellschaft
SCY.F,Stratasys Ltd.
SCZ.F,"Sun Communities, Inc."
SDA.F,Sealed Air Corporation
SDP.F,"Summit Hotel Properties, Inc."
SDRC.F,SCOR SE
SEAC.F,UBS (Lux) Fund Solutions – MSCI World Socially Responsible UCITS ETF
SEBC.F,Skandinaviska Enskilda Banken AB (publ)
SECD.F,IShares III Public Limited Company - IShares Global Government Bond Climate UCITS ETF
SEP.F,Secure Energy Services Inc.
SES.F,SES S.A.
SFE.F,Synchrony Financial
SFT.F,SoftBank Group Corp.
SFY.F,"Theriva Biologics, Inc."
SGE.F,Société Générale Société anonyme
SGU.F,Sino-German United AG
SHG.F,Sun Hung Kai Properties Limited
SHM.F,Shimano Inc.
SID.F,State Bank of India
SIEB.F,Siemens Aktiengesellschaft
SII.F,Wheaton Precious Metals Corp.
SJM.F,"Steven Madden, Ltd."
SJW.F,Greenthesis S.p.A.
SKM.F,SKY Perfect JSAT Holdings Inc.
SKT.F,Storebrand ASA
SKX.F,"Skylark Holdings Co., Ltd."
SKYE.F,First Trust Cloud Computing UCITS ETF
SLD.F,SEEK Limited
SLT.F,Schaltbau Holding AG
SLVR.F,Global X Silver Miners UCITS ETF
SMB.F,Schwälbchen Molkerei Jakob Berz AG
SMG.F,Magnachip Semiconductor Corporation
SMI.F,China Medical & HealthCare Group Limited
SMLP.F,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF
SMM.F,"Sumitomo Chemical Company, Limited"
SMP.F,Sampo Oyj
SNAV.F,iShares $ Corp Bond 0-3yr ESG UCITS ETF
SND.F,Schneider Electric S.E.
SOFT.F,Purpose Enterprise Software ESG-S UCITS ETF
SOL.F,Solvay SA
SPB.F,Sedlmayr Grund und Immobilien AG
SPD.F,"Superior Industries International, Inc."
SPE.F,Saipem SpA
SPI.F,Sappi Limited
SPXB.F,Suzano S.A.
SPYB.F,SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI EM Europe UCITS ETF
SPYC.F,SPDR MSCI Europe Consumer Staples UCITS ETF
SPYD.F,SPDR S&P US Dividend Aristocrats UCITS ETF
SPYG.F,SPDR S&P UK Dividend Aristocrats UCITS ETF
SPYI.F,SPDR MSCI ACWI IMI UCITS ETF
SPYR.F,SPDR MSCI Europe Consumer Discretionary UCITS ETF
SPYV.F,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF
SPYX.F,SPDR MSCI Emerging Markets Small Cap UCITS ETF
SQL.F,Matador Partners Group AG
SQZ.F,SEACOR Marine Holdings Inc.
SRC.F,Yojee Limited
SRI.F,Sun Art Retail Group Limited
SRJ.F,SpartanNash Company
SRS.F,NorZinc Ltd.
SRT.F,Sartorius Aktiengesellschaft
SRVR.F,Schroder International Selection Fund SICAV - Global Corporate Bond
SSPY.F,Leverage Shares -3x Short US 500 ETP Securities
SST.F,Heeton Holdings Limited
SSU.F,"Samsung Electronics Co., Ltd."
STAA.F,"Stanley Electric Co., Ltd."
STG.F,STINAG Stuttgart Invest AG
STM.F,Stabilus S.A.
STT.F,Seagate Technology Holdings plc
SUI.F,"Sekisui Chemical Co., Ltd."
SUN.F,"Energy Transfer Operating, L.P."
SVC.F,Service Corporation International
SVM.F,Sovereign Metals Limited
SWI.F,Swire Pacific Limited
SWN.F,Southwest Airlines Co.
SXC.F,Sunny Optical Technology (Group) Company Limited
SYBT.F,SPDR Bloomberg U.S. Treasury Bond UCITS ETF
SYBX.F,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Citi Asia Local Government Bond UCITS ETF
SYK.F,Stryker Corporation
SYM.F,Gen Digital Inc.
SYT.F,Softing AG
SYV.F,3D Systems Corporation
SYY.F,Sysco Corporation
SZO.F,SHL Telemedicine Ltd.
TAC.F,Ctac NV
TAL.F,Taro Pharmaceutical Industries Ltd.
TAO.F,Talon Metals Corp.
TBT.F,Tokuyama Corporation
TBX.F,tick Trading Software AG
TCBT.F,VanEck iBoxx EUR Corporates UCITS ETF
TCS.F,"Axon Enterprise, Inc."
TCX.F,"Tubacex, S.A."
TEF.F,Telit Communications PLC
TEO.F,Telecom Argentina S.A.
TESS.F,Franklin Templeton Investment Funds - Templeton BRIC Fund
TEX.F,Castellum AB (publ)
TGBT.F,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF
TGI.F,"TETRA Technologies, Inc."
TGNA.F,Transgene SA
TGR.F,"Yum! Brands, Inc."
TGT.F,11880 Solutions AG
THM.F,Taylor Morrison Home Corporation
THR.F,"ThermoGenesis Holdings, Inc."
TIGR.F,Legal & General Ucits Etf Plc - LandG India INR Government Bond Ucits ETF
TIP.F,Titan Petrochemicals Group Limited
TJX.F,"The TJX Companies, Inc."
TLK.F,"Toll Brothers, Inc."
TLS.F,Telia Company AB (publ)
TMP.F,Stamper Oil & Gas Corp.
TMV.F,TeamViewer SE
TNC.F,Triple Point Energy Transition plc
TOK.F,"Tokyo Steel Manufacturing Co., Ltd."
TPX.F,Toppan Inc.
TRDX.F,Invesco US Treasury Bond 7-10 Year UCITS ETF
TRET.F,VanEck Global Real Estate UCITS ETF
TRFE.F,Invesco US Treasury Bond UCITS ETF
TRS.F,TC Energy Corporation
TRU.F,Traumhaus AG
TSE.F,Toshiba Corporation
TSI.F,Tsingtao Brewery Company Limited
TSLL.F,Oi S.A.
TSN.F,Alina Holdings Plc
TSPA.F,Telefônica Brasil S.A.
TSQ.F,transcosmos inc.
TSWE.F,VanEck Sustainable World Equal Weight UCITS ETF
TUP.F,Tupperware Brands Corporation
TUR.F,Turbon AG
TWN.F,"Twin Disc, Incorporated"
TXG.F,Terex Corporation
TXT.F,Textron Inc.
TYG.F,Tingyi (Cayman Islands) Holding Corp.
UAV.F,"Oragenics, Inc."
UCD.F,Voyager Digital Ltd.
UCI.F,"CSW Industrials, Inc."
UCO.F,United Corporations Limited
UCRP.F,Amundi Index Solutions - Amundi Index US Corp SRI
UDIV.F,Global X SuperDividend UCITS ETF
UGI.F,"Sugi Holdings Co.,Ltd."
UGL.F,"U.S. Global Investors, Inc."
UHS.F,"Universal Health Services, Inc."
UNH.F,UnitedHealth Group Incorporated
UNIB.F,Unilever N.V. 0.375% GTD SNR NTS 14/02/23 EUR100000'47
UNP.F,Union Pacific Corporation
UPH.F,"U.S. Physical Therapy, Inc."
USE.F,Beate Uhse AG
USI.F,"U.S. Silica Holdings, Inc."
USTP.F,Ossiam Lux - US Steepener Ucits ETF
USV.F,"USS Co., Ltd."
UTI.F,"Universal Technical Institute, Inc."
UUU.F,3U Holding AG
UVE.F,Univest Financial Corporation
UVV.F,Universal Corporation
VALU.F,BNP Paribas Easy ESG Equity Value Europe
VAW.F,"VAALCO Energy, Inc."
VBK.F,VERBIO Vereinigte BioEnergie AG
VCM.F,Vecima Networks Inc.
VCV.F,Vicor Corporation
VECP.F,Vanguard EUR Corporate Bond UCITS ETF
VERX.F,Vanguard FTSE Developed Europe ex UK UCITS ETF
VET.F,Vectren Corporation
VFEM.F,Vanguard FTSE Emerging Markets UCITS ETF
VGR.F,Vector Group Ltd.
VHC.F,Viohalco S.A.
VIA.F,Viatris Inc.
VIR.F,"Vidrala, S.A."
VIS.F,"Viscofan, S.A."
VJPN.F,Vanguard FTSE Japan UCITS ETF
VMC.F,Vulcan Materials Company
VMID.F,Vanguard FTSE 250 UCITS ETF
VNRT.F,Vanguard FTSE North America UCITS ETF
VOX.F,VOXX International Corporation
VQT.F,va-Q-tec AG
VSL.F,DigitalX Limited
VTS.F,Vitesco Technologies Group Aktiengesellschaft
VUSA.F,Vanguard S&P 500 UCITS ETF
WAB.F,Redbubble Limited
WDC.F,Western Digital Corporation
WDH.F,Demant A/S
WEA.F,Western Alliance Bancorporation
WELL.F,Amundi ETF ICAV - Amundi S&P Global Communication Services Esg
WELX.F,Amundi ETF ICAV - Amundi S&P Global Communication Services Esg
WFC.F,West Fraser Timber Co. Ltd.
WHR.F,Whirlpool Corporation
WILC.F,Fabege AB (publ)
WMB.F,"The Williams Companies, Inc."
WMC.F,Alumina Limited
WMT.F,Walmart Inc.
WNDY.F,Global X Wind Energy UCITS ETF
WOLF.F,Meta Wolf AG
WPS.F,"West Pharmaceutical Services, Inc."
WRLD.F,Rize Environmental Impact 100 UCITS ETF
WTER.F,WisdomTree New Economy Real Estate UCITS ETF
WTRE.F,WisdomTree New Economy Real Estate UCITS ETF
WWR.F,Woolworths Group Limited
XAR.F,Xaar plc
XBJA.F,WisdomTree Long CHF Short EUR
XCRA.F,CRH plc
XCXC.F,db x-trackers II - Canadian Dollar Cash UCITS ETF
XEMD.F,Xtrackers MSCI Emerging Markets UCITS ETF
XESP.F,Xtrackers Spain UCITS ETF
XFIN.F,Global X FinTech UCITS ETF
XIN.F,Shandong Xinhua Pharmaceutical Company Limited
XLF.F,Spruce Power Holding Corporation
XMHQ.F,BlackRock Global Funds - World Mining Fund
XPH.F,Amphenol Corporation
XSOE.F,WisdomTree Emerging Markets ex-State-Owned Enterprises ESG Screened UCITS ETF
XSVT.F,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF
XYLD.F,Xtrackers ESG USD Corporate Bond Short Duration UCITS ETF
XYLE.F,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF
YCS.F,Civitas Social Housing PLC
YOU.F,About You Holding SE
YPF.F,YPF Sociedad Anónima
YSG.F,Silver Grant International Holdings Group Limited
ZEON.F,International Zeolite Corp.
ZIM.F,"Zimmer Biomet Holdings, Inc."
ZJPN.F,Schroder International Selection Fund SICAV - Global Climate Change Equity
ZOM.F,ZoomInfo Technologies Inc.
ZPDD.F,SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF
ZPDE.F,SPDR S&P U.S. Energy Select Sector UCITS ETF
ZPDF.F,SPDR S&P U.S. Financials Select Sector UCITS ETF
ZPDH.F,SPDR S&P U.S. Health Care Select Sector UCITS ETF
ZPDI.F,SPDR S&P U.S. Industrials Select Sector UCITS ETF
ZPDM.F,SPDR S&P U.S. Materials Select Sector UCITS ETF
ZPDS.F,SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF
ZPDT.F,SPDR S&P U.S. Technology Select Sector UCITS ETF
ZPDU.F,SPDR S&P U.S. Utilities Select Sector UCITS ETF
ZSB.F,Sirona Biochem Corp.
ZSL.F,SLR Investment Corp.
ZWS.F,"Telia Lietuva, AB"
ABEC.HM,Alphabet Inc
ABL.HM,Abbott Laboratories
ABR.HM,Barrick Gold Corp
ABT.HM,Advanced Bitcoin Technologies AG
ACR.HM,Accor SA
ADM.HM,Archer-Daniels Midland Co
ADV.HM,ADVA Optical Networking SE
AEP.HM,American Electric Power Co Inc
AFL.HM,Aflac Inc
AIR.HM,Airbus SE
ALD.HM,Honeywell International Inc
ALG.HM,ALBIS Leasing AG
ALV.HM,Allianz SE
AMC.HM,Albemarle Corp
AMD.HM,Advanced Micro Devices Inc
AMG.HM,Amgen Inc
ANTH.HM,Brw Stable Return
ANTX.HM,Marathon Emerging Markets
AOD.HM,Anglogold Ashanti Ltd
AOF.HM,ATOSS Software AG
APM.HM,ad pepper media International NV
ARL.HM,Aareal Bank AG
ASG.HM,Assicurazioni Generali
ATY.HM,Artemis Resources Ltd
AUB.HM,Lepidico Ltd
AUD.HM,Autodesk Inc
AVES.HM,Aves One AG
AVI.HM,Viking Mines Ltd
BAC.HM,Verizon Communications Inc
BBDC.HM,Bombardier Inc
BBY.HM,Bed Bath & Beyond Inc
BCO.HM,Boeing Co
BGR.HM,China High Speed Transmission Equipment Group Co Ltd
BHM.HM,Bachem Holding AG
BIO.HM,Biotest AG
BNR.HM,Brenntag SE
BOF.HM,BOC Hong Kong Holdings Ltd
BOSS.HM,Hugo Boss AG
BRF.HM,IRESS Ltd
BRYN.HM,Berkshire Hathaway Inc
BSL.HM,Basler AG
BST.HM,Bastei Luebbe AG
BWB.HM,Baader Bank AG.
CAR.HM,Carrefour
CCAP.HM,Corestate Capital Holding SA
CEV.HM,Centrotec SE
CHK.HM,China Resources Beer (Holdings) Co Ltd
CLRN.HM,Clariant AG
CMC.HM,JPMorgan Chase & Co
COP.HM,CompuGroup Medical SE & Co KgaA
CPA.HM,Colgate-Palmolive Co
CSA.HM,Accenture PLC
CSH.HM,Cenit AG
CSJ.HM,CSL Ltd
CSR.HM,CSR Ltd
